"bench","l2_size","l2_assoc","l2_tags","num_domains","num_cpus_per_domain","topology","sim_ticks","num_cycles","speedup","system_subthreshold_leakage_power","system_gate_leakage_power","system_runtime_dynamic_power","system_runtime_dynamic_energy","system_total_runtime_energy","l2_subthreshold_leakage_power","l2_gate_leakage_power","l2_runtime_dynamic_power","l2_runtime_dynamic_energy","l2_total_runtime_energy","l2_mpki","l2_miss_rate","l2_replacements","numa_cache_downward_miss_rate","numa_cache_upward_miss_rate","system_bus_snoops"
"swaptions","256kB","8","LRU","2","2","[2,2]","163110020500","326220042","1.993712608865399","4.79021","0.350435","1.81262","0.591312","2.26829","1.150172","0.033152","0.0038458900000000002","0.0012546100000000002","0.387279","0.0824817024765708","0.0228125","19392","0.992642","0.999214","174831"
"swaptions","256kB","8","LRU","2","4","[2,4]","101053997500","201787103","3.2231445980965394","8.43026","0.667718","3.28221","0.662308","2.49816","1.150172","0.033152","0.00631186","0.0012736520000000001","0.24005300000000002","0.14928858450738783","0.0441435","78825","0.9440284999999999","0.9793805","593172"
"swaptions","256kB","8","LRU","2","8","[2,8]","103748420000","206835088","3.144481032154467","15.7103","1.30228","4.81679","0.996281","4.51509","1.150172","0.033152","0.00812625","0.001680794","0.246433","0.5041715472743286","0.142653","160086","0.979144","0.987915","1585185"
"swaptions","256kB","8","LRU","4","1","[4,1]","162950635000","325549260","1.997820578673716","5.94039","0.383587","1.81384","0.590496","2.64926","2.300344","0.066304","0.003739267","0.001217316","0.7716780000000001","0.07406157335024459","0.020742249999999997","14316","0.99979475","-0.009725750000000033","117957"
"swaptions","256kB","8","LRU","4","2","[4,2]","81696143500","163320543","3.9822853821885715","9.58043","0.70087","3.624","0.591873","2.27102","2.300344","0.066304","0.00851943","0.001391397","0.38791359999999997","0.25935541846506077","0.06995175","30414","0.9936075","-0.01556200000000002","268136"
"swaptions","256kB","8","LRU","4","4","[4,4]","81625272500","161910749","4.016960053714532","16.8605","1.33544","5.11232","0.82774","3.77386","2.300344","0.066304","0.0088641","0.001435193","0.3846208","0.23933073007086947","0.06261699999999999","49641","0.992316","-0.017880499999999966","266559"
"vips","256kB","8","LRU","2","1","[2,1]","1350691175000","2701234851","1.0","2.97019","0.191793","0.825145","2.22891","10.7702","1.150172","0.033152","0.0038847400000000002","0.01049361","3.20693","2.0368457144857697","0.4919815","10948393","0.9977105","0.997027","17371273"
"vips","256kB","8","LRU","2","2","[2,2]","715642047500","1431284386","1.88728031788925","4.79021","0.350435","1.60011","2.29022","9.64795","1.150172","0.033152","0.00794599","0.01137297","1.7050459999999998","2.3695744373481684","0.565168","12955583","0.998386","0.99848","19973777"
"vips","256kB","8","LRU","2","4","[2,4]","566421710500","1132487230","2.385223232053575","8.43026","0.667718","2.56577","2.9057","13.209","1.150172","0.033152","0.01091089","0.01235643","1.352456","2.723228330852495","0.6371285","15261419","0.9978940000000001","0.9982059999999999","22114608"
"vips","256kB","8","LRU","2","8","[2,8]","673998602500","1347654528","2.004397117270696","15.7103","1.30228","3.86664","5.21089","28.138","1.150172","0.033152","0.00975519","0.01314662","1.607858","2.870993794330565","0.6418755","16107074","0.997622","0.9983415","24155908"
"vips","256kB","8","LRU","4","1","[4,1]","828756832000","1657514084","1.6296904364644904","5.94039","0.383587","1.48156","2.45571","12.9378","2.300344","0.066304","0.00645041","0.01069167","3.9334429999999996","2.066707030776719","0.48739025","11050828","0.9992222500000001","-0.002775500000000042","15572973"
"vips","256kB","8","LRU","4","2","[4,2]","505029715500","1009800356","2.6750187152835583","9.58043","0.70087","2.69766","2.7241","13.1062","2.300344","0.066304","0.01134822","0.01145945","2.4013020000000003","2.3533617309052914","0.548886","12773054","0.99868525","-0.0037735000000000407","16980339"
"vips","256kB","8","LRU","4","4","[4,4]","660143065000","1320287335","2.0459446814280016","16.8605","1.33544","3.8846","5.12879","29.1527","2.300344","0.066304","0.009550679999999999","0.01260965","3.137264","2.6554692795146964","0.58971325","14436025","0.9987582500000001","-0.007755250000000019","19378219"
"x264","256kB","8","LRU","2","1","[2,1]","2759531826000","5518400721","1.0","2.97019","0.191793","0.698942","3.85704","21.3061","1.150172","0.033152","0.00220791","0.0121841","6.54224","0.7977652283693537","0.212201","7317377","0.9963645","0.9979695","10903405"
"x264","256kB","8","LRU","2","2","[2,2]","2079267501000","4158379102","1.3270557074379987","4.79021","0.350435","1.17447","4.8839","26.2607","1.150172","0.033152","0.0031074500000000003","0.01292193","4.93363","0.8898373275905217","0.2302505","8371981","0.9969785","0.9978825","12056368"
"x264","256kB","8","LRU","2","4","[2,4]","1807788394000","3614941279","1.526553350411975","8.43026","0.667718","1.97306","7.13248","40.0211","1.150172","0.033152","0.00363177","0.01312862","4.29077","0.9418016852282296","0.239715","8939084","0.998078","0.9984695","12717277"
"x264","256kB","8","LRU","2","8","[2,8]","189551424500","377719979","14.609766567312025","15.7103","1.30228","3.75943","1.42001","7.84602","1.150172","0.033152","-0.9893148","-0.99596398","0.45101800000000003","1.3157491808147799","0.181477","2268176","0.9992575","0.999548","2256633"
"x264","256kB","8","LRU","4","1","[4,1]","2079270746500","4158324908","1.3270730024927624","5.94039","0.383587","1.17441","4.88358","31.1807","2.300344","0.066304","0.00303264","0.012610719999999999","9.853909999999999","0.8024153377878923","0.18408325","7352074","0.99539825","-0.009080000000000005","8389889"
"x264","256kB","8","LRU","4","2","[4,2]","1807754796000","3614876783","1.5265805869101459","9.58043","0.70087","1.97298","7.1321","44.2977","2.300344","0.066304","0.0035576770000000004","0.012860589999999998","8.568","0.908419246229176","0.21682324999999997","8546873","0.99506125","-0.009487250000000003","9681257"
"x264","256kB","8","LRU","4","4","[4,4]","189553171000","377718506","14.609823541449675","16.8605","1.33544","3.75891","1.41981","8.29276","2.300344","0.066304","-1.98984359","-1.9961637300000001","0.8977809999999999","1.0257739897385736","0.1985685","1684587","0.99915075","-0.003758750000000005","1951158"
